time,value
2023-08-29T06:16:23.138Z,80
2023-08-29T06:16:25.158Z,77
2023-08-29T06:16:31.201Z,78
2023-08-29T06:16:33.207Z,77
2023-08-29T06:16:43.283Z,79
2023-08-29T06:16:45.291Z,78
2023-08-29T06:16:47.306Z,77
2023-08-29T06:16:51.348Z,80
2023-08-29T06:16:53.349Z,77
2023-08-29T06:17:05.433Z,80
2023-08-29T06:17:07.488Z,77
2023-08-29T06:17:11.483Z,80
2023-08-29T06:17:13.494Z,77
2023-08-29T06:17:25.573Z,76
2023-08-29T06:17:27.589Z,77
2023-08-29T06:17:29.596Z,76
2023-08-29T06:17:33.628Z,77
2023-08-29T06:17:37.659Z,76
2023-08-29T06:17:47.726Z,77
2023-08-29T06:17:49.732Z,76
2023-08-29T06:17:53.768Z,77
2023-08-29T06:17:55.773Z,80
2023-08-29T06:17:57.793Z,76
2023-08-29T06:18:05.853Z,79
2023-08-29T06:18:07.867Z,76
2023-08-29T06:18:11.887Z,79
2023-08-29T06:18:13.903Z,76
2023-08-29T06:18:52.172Z,77
2023-08-29T06:18:54.199Z,76
2023-08-29T06:19:06.268Z,79
2023-08-29T06:19:08.281Z,77
2023-08-29T06:19:10.292Z,76
2023-08-29T06:19:16.332Z,79
2023-08-29T06:19:18.351Z,76
2023-08-29T06:19:28.413Z,79
2023-08-29T06:19:30.435Z,76
2023-08-29T06:19:50.559Z,75
2023-08-29T06:19:52.586Z,76
2023-08-29T06:19:58.622Z,75
2023-08-29T06:20:00.639Z,78
2023-08-29T06:20:04.653Z,76
2023-08-29T06:20:06.67Z,75
2023-08-29T06:20:12.719Z,78
2023-08-29T06:20:14.726Z,77
2023-08-29T06:20:16.738Z,75
2023-08-29T06:20:26.804Z,77
2023-08-29T06:20:28.819Z,75
2023-08-29T06:20:32.853Z,78
2023-08-29T06:20:34.866Z,75
2023-08-29T06:20:40.903Z,78
2023-08-29T06:20:42.928Z,75
2023-08-29T06:21:03.057Z,77
2023-08-29T06:21:05.076Z,75
2023-08-29T06:21:31.253Z,78
2023-08-29T06:21:33.281Z,77
2023-08-29T06:21:35.286Z,75
2023-08-29T06:21:41.326Z,77
2023-08-29T06:21:43.346Z,75
2023-08-29T06:21:49.387Z,74
2023-08-29T06:21:51.396Z,75
2023-08-29T06:21:53.412Z,74
2023-08-29T06:21:55.44Z,75
2023-08-29T06:21:59.447Z,74
2023-08-29T06:22:03.482Z,75
2023-08-29T06:22:05.493Z,74
2023-08-29T06:22:11.533Z,75
2023-08-29T06:22:13.547Z,74
2023-08-29T06:22:41.758Z,77
2023-08-29T06:22:45.772Z,74
2023-08-29T06:22:57.888Z,77
2023-08-29T06:22:59.87Z,74
2023-08-29T06:23:07.932Z,76
2023-08-29T06:23:13.973Z,74
2023-08-29T06:23:30.091Z,76
2023-08-29T06:23:32.102Z,74
2023-08-29T06:23:38.147Z,76
2023-08-29T06:23:40.152Z,74
2023-08-29T06:24:06.328Z,76
2023-08-29T06:24:08.337Z,74
2023-08-29T06:24:30.496Z,73
2023-08-29T06:24:32.511Z,74
2023-08-29T06:24:34.516Z,73
2023-08-29T06:24:36.532Z,74
2023-08-29T06:24:46.612Z,73
2023-08-29T06:24:48.618Z,74
2023-08-29T06:24:52.657Z,75
2023-08-29T06:24:54.661Z,73
2023-08-29T06:25:00.702Z,76
2023-08-29T06:25:02.714Z,74
2023-08-29T06:25:04.736Z,73
2023-08-29T06:25:30.908Z,75
2023-08-29T06:25:32.927Z,73
2023-08-29T06:25:38.974Z,75
2023-08-29T06:25:40.989Z,73
2023-08-29T06:25:47.026Z,75
2023-08-29T06:25:49.041Z,73
2023-08-29T06:25:53.058Z,76
2023-08-29T06:25:55.078Z,73
2023-08-29T06:26:03.135Z,75
2023-08-29T06:26:05.152Z,73
2023-08-29T06:26:09.183Z,77
2023-08-29T06:26:11.192Z,73
2023-08-29T06:26:25.288Z,75
2023-08-29T06:26:27.311Z,73
2023-08-29T06:27:25.709Z,75
2023-08-29T06:27:27.727Z,72
2023-08-29T06:27:29.743Z,73
2023-08-29T06:27:39.813Z,75
2023-08-29T06:27:41.824Z,74
2023-08-29T06:27:43.832Z,75
2023-08-29T06:27:47.858Z,72
2023-08-29T06:27:49.87Z,73
2023-08-29T06:27:51.889Z,72
2023-08-29T06:27:55.924Z,73
2023-08-29T06:28:01.96Z,72
2023-08-29T06:28:05.985Z,73
2023-08-29T06:28:08.014Z,72
2023-08-29T06:28:14.038Z,73
2023-08-29T06:28:22.095Z,72
2023-08-29T06:28:32.179Z,73
2023-08-29T06:28:34.184Z,72
2023-08-29T06:28:52.308Z,74
2023-08-29T06:28:54.319Z,72
2023-08-29T06:29:00.36Z,74
2023-08-29T06:29:02.372Z,72
2023-08-29T06:29:10.422Z,74
2023-08-29T06:29:12.445Z,72
2023-08-29T06:29:16.478Z,74
2023-08-29T06:29:18.494Z,72
2023-08-29T06:29:22.522Z,74
2023-08-29T06:29:24.524Z,72
2023-08-29T06:29:40.641Z,73
2023-08-29T06:29:42.653Z,72
2023-08-29T06:30:02.791Z,74
2023-08-29T06:30:04.796Z,72
2023-08-29T06:30:18.898Z,74
2023-08-29T06:30:20.915Z,72
2023-08-29T06:30:28.962Z,74
2023-08-29T06:30:30.978Z,72
2023-08-29T06:30:41.046Z,74
2023-08-29T06:30:43.067Z,72
2023-08-29T06:30:49.116Z,74
2023-08-29T06:30:51.112Z,73
2023-08-29T06:30:53.132Z,72
2023-08-29T06:31:07.233Z,71
2023-08-29T06:31:13.273Z,72
2023-08-29T06:31:15.283Z,71
2023-08-29T06:31:17.304Z,72
2023-08-29T06:31:19.313Z,74
2023-08-29T06:31:21.331Z,72
2023-08-29T06:31:25.353Z,71
2023-08-29T06:31:27.369Z,74
2023-08-29T06:31:29.389Z,72
2023-08-29T06:31:33.411Z,73
2023-08-29T06:31:35.429Z,71
2023-08-29T06:31:39.461Z,72
2023-08-29T06:31:41.476Z,71
2023-08-29T06:31:43.483Z,74
2023-08-29T06:31:45.492Z,73
2023-08-29T06:31:47.504Z,71
2023-08-29T06:31:53.548Z,72
2023-08-29T06:31:55.572Z,71
2023-08-29T06:31:57.585Z,72
2023-08-29T06:31:59.596Z,71
2023-08-29T06:32:15.707Z,73
2023-08-29T06:32:17.717Z,71
2023-08-29T06:32:37.856Z,72
2023-08-29T06:32:39.871Z,71
2023-08-29T06:32:41.88Z,72
2023-08-29T06:32:43.907Z,71
2023-08-29T06:33:00.004Z,0
2023-08-29T09:12:14.705Z,88
2023-08-29T09:12:16.713Z,87
2023-08-29T09:12:22.754Z,94
2023-08-29T09:12:24.77Z,87
2023-08-29T09:12:50.949Z,86
2023-08-29T09:13:25.176Z,87
2023-08-29T09:13:27.196Z,86
2023-08-29T09:13:29.203Z,87
2023-08-29T09:13:31.223Z,86
2023-08-29T09:13:37.267Z,85
2023-08-29T09:13:39.282Z,86
2023-08-29T09:13:43.304Z,85
2023-08-29T09:13:45.319Z,86
2023-08-29T09:13:47.338Z,85
2023-08-29T09:13:59.424Z,90
2023-08-29T09:14:01.437Z,85
2023-08-29T09:14:07.476Z,90
2023-08-29T09:14:09.487Z,85
2023-08-29T09:14:13.517Z,87
2023-08-29T09:14:15.528Z,90
2023-08-29T09:14:17.542Z,85
2023-08-29T09:14:19.558Z,90
2023-08-29T09:14:21.587Z,85
2023-08-29T09:14:23.6Z,90
2023-08-29T09:14:25.611Z,85
2023-08-29T09:14:37.687Z,84
2023-08-29T09:14:39.697Z,85
2023-08-29T09:14:41.717Z,84
2023-08-29T09:14:45.742Z,89
2023-08-29T09:14:47.757Z,85
2023-08-29T09:14:49.777Z,84
2023-08-29T09:14:53.802Z,89
2023-08-29T09:14:55.814Z,84
2023-08-29T09:15:05.887Z,89
2023-08-29T09:15:07.903Z,84
2023-08-29T09:15:34.09Z,83
2023-08-29T09:15:44.147Z,87
2023-08-29T09:15:46.167Z,83
2023-08-29T09:15:50.198Z,88
2023-08-29T09:15:52.213Z,83
2023-08-29T09:16:06.316Z,85
2023-08-29T09:16:08.322Z,83
2023-08-29T09:16:12.351Z,87
2023-08-29T09:16:14.361Z,83
2023-08-29T09:16:24.436Z,82
2023-08-29T09:16:26.453Z,87
2023-08-29T09:16:28.467Z,83
2023-08-29T09:16:30.482Z,82
2023-08-29T09:16:50.613Z,87
2023-08-29T09:16:52.632Z,82
2023-08-29T09:16:54.648Z,86
2023-08-29T09:16:56.658Z,82
2023-08-29T09:17:02.708Z,86
2023-08-29T09:17:04.709Z,82
2023-08-29T09:17:08.749Z,81
2023-08-29T09:17:14.787Z,82
2023-08-29T09:17:16.803Z,81
2023-08-29T09:17:18.812Z,84
2023-08-29T09:17:20.827Z,81
2023-08-29T09:18:03.118Z,85
2023-08-29T09:18:05.128Z,81
2023-08-29T09:18:09.162Z,80
2023-08-29T09:18:59.502Z,79
2023-08-29T09:19:01.514Z,80
2023-08-29T09:19:05.543Z,79
2023-08-29T09:19:07.557Z,83
2023-08-29T09:19:09.581Z,79
2023-08-29T09:19:11.582Z,84
2023-08-29T09:19:13.607Z,79
2023-08-29T09:19:21.663Z,82
2023-08-29T09:19:23.672Z,79
2023-08-29T09:19:31.729Z,83
2023-08-29T09:19:33.738Z,79
2023-08-29T09:19:47.832Z,78
2023-08-29T09:19:49.857Z,79
2023-08-29T09:19:51.875Z,78
2023-08-29T09:19:55.897Z,79
2023-08-29T09:19:57.912Z,78
2023-08-29T09:20:07.973Z,80
2023-08-29T09:20:09.998Z,78
2023-08-29T09:20:16.027Z,82
2023-08-29T09:20:18.048Z,78
2023-08-29T09:20:36.164Z,77
2023-08-29T09:20:38.184Z,81
2023-08-29T09:20:40.193Z,77
2023-08-29T09:20:44.219Z,78
2023-08-29T09:20:48.248Z,77
2023-08-29T09:20:54.289Z,81
2023-08-29T09:20:56.294Z,77
2023-08-29T09:21:06.372Z,79
2023-08-29T09:21:08.388Z,77
2023-08-29T09:21:26.513Z,76
2023-08-29T09:21:34.572Z,77
2023-08-29T09:21:36.578Z,76
2023-08-29T09:21:40.606Z,77
2023-08-29T09:21:42.623Z,76
2023-08-29T09:21:54.698Z,78
2023-08-29T09:21:56.714Z,76
2023-08-29T09:22:14.844Z,77
2023-08-29T09:22:16.853Z,76
2023-08-29T09:22:26.919Z,75
2023-08-29T09:22:28.939Z,76
2023-08-29T09:22:30.943Z,75
2023-08-29T09:22:34.978Z,76
2023-08-29T09:22:36.993Z,75
2023-08-29T09:22:43.034Z,76
2023-08-29T09:22:45.048Z,75
2023-08-29T09:22:47.059Z,78
2023-08-29T09:22:49.079Z,75
2023-08-29T09:22:51.089Z,78
2023-08-29T09:22:53.103Z,75
2023-08-29T09:23:05.188Z,77
2023-08-29T09:23:07.2Z,75
2023-08-29T09:23:15.257Z,78
2023-08-29T09:23:17.263Z,75
2023-08-29T09:23:21.296Z,77
2023-08-29T09:23:23.319Z,75
2023-08-29T09:23:25.327Z,77
2023-08-29T09:23:27.339Z,74
2023-08-29T09:23:29.357Z,75
2023-08-29T09:23:31.368Z,77
2023-08-29T09:23:33.381Z,75
2023-08-29T09:23:35.398Z,74
2023-08-29T09:23:37.413Z,75
2023-08-29T09:23:39.429Z,74
2023-08-29T09:23:43.452Z,77
2023-08-29T09:23:45.468Z,74
2023-08-29T09:24:29.76Z,73
2023-08-29T09:24:31.775Z,74
2023-08-29T09:24:35.804Z,73
2023-08-29T09:24:43.868Z,74
2023-08-29T09:24:49.899Z,73
2023-08-29T09:25:12.062Z,76
2023-08-29T09:25:14.073Z,73
2023-08-29T09:25:22.137Z,76
2023-08-29T09:25:24.143Z,73
2023-08-29T09:25:40.254Z,75
2023-08-29T09:25:42.258Z,73
2023-08-29T09:25:48.309Z,75
2023-08-29T09:25:50.317Z,73
2023-08-29T09:25:54.349Z,75
2023-08-29T09:25:56.364Z,73
2023-08-29T09:26:08.448Z,72
2023-08-29T09:26:10.462Z,73
2023-08-29T09:26:14.487Z,72
2023-08-29T09:26:16.503Z,73
2023-08-29T09:26:22.539Z,72
2023-08-29T09:26:58.799Z,73
2023-08-29T09:27:00.802Z,72
2023-08-29T09:27:12.887Z,73
2023-08-29T09:27:14.913Z,72
2023-08-29T09:27:43.102Z,73
2023-08-29T09:27:45.113Z,72
2023-08-29T09:27:51.154Z,71
2023-08-29T09:27:53.174Z,72
2023-08-29T09:28:03.243Z,71
2023-08-29T09:28:07.267Z,72
2023-08-29T09:28:09.276Z,71
2023-08-29T09:28:15.327Z,72
2023-08-29T09:28:17.338Z,71
2023-08-29T09:28:21.364Z,72
2023-08-29T09:28:23.394Z,71
2023-08-29T09:28:43.513Z,33
2023-08-29T09:28:45.533Z,0
2023-08-29T10:42:05.813Z,1
2023-08-29T10:42:09.84Z,6
2023-08-29T10:42:11.844Z,10
2023-08-29T10:42:13.868Z,13
2023-08-29T10:42:15.887Z,15
2023-08-29T10:42:17.893Z,3
2023-08-29T10:42:21.929Z,8
2023-08-29T10:42:23.933Z,13
2023-08-29T10:42:25.957Z,17
2023-08-29T10:42:27.964Z,4
2023-08-29T10:42:29.972Z,12
2023-08-29T10:42:31.994Z,17
2023-08-29T10:42:34.009Z,5
2023-08-29T10:42:36.012Z,14
2023-08-29T10:42:38.025Z,4
2023-08-29T10:42:40.044Z,11
2023-08-29T10:42:42.05Z,6
2023-08-29T10:42:44.065Z,12
2023-08-29T10:42:46.088Z,5
2023-08-29T10:42:48.1Z,16
2023-08-29T10:42:50.12Z,8
2023-08-29T10:42:52.129Z,9
2023-08-29T10:42:54.138Z,16
2023-08-29T10:42:56.153Z,10
2023-08-29T10:42:58.168Z,8
2023-08-29T10:43:00.189Z,7
2023-08-29T10:43:02.203Z,14
2023-08-29T10:43:04.217Z,20
2023-08-29T10:43:06.233Z,19
2023-08-29T10:43:08.243Z,20
2023-08-29T10:43:10.255Z,13
2023-08-29T10:43:12.271Z,9
2023-08-29T10:43:14.284Z,12
2023-08-29T10:43:16.303Z,19
2023-08-29T10:43:18.309Z,10
2023-08-29T10:43:20.324Z,18
2023-08-29T10:43:22.338Z,13
2023-08-29T10:43:24.358Z,12
2023-08-29T10:43:26.369Z,16
2023-08-29T10:43:28.384Z,15
2023-08-29T10:43:30.394Z,13
2023-08-29T10:43:32.405Z,16
2023-08-29T10:43:34.427Z,20
2023-08-29T10:43:36.443Z,18
2023-08-29T10:43:38.458Z,16
2023-08-29T10:43:42.478Z,18
2023-08-29T10:43:44.493Z,22
2023-08-29T10:43:46.503Z,0
2023-08-29T11:15:35.05Z,1
2023-08-29T11:15:39.078Z,2
2023-08-29T11:15:41.088Z,3
2023-08-29T11:15:43.107Z,4
2023-08-29T11:15:45.115Z,5
2023-08-29T11:15:47.124Z,7
2023-08-29T11:15:49.148Z,8
2023-08-29T11:15:51.163Z,9
2023-08-29T11:15:53.169Z,12
2023-08-29T11:15:55.182Z,13
2023-08-29T11:15:57.199Z,15
2023-08-29T11:15:59.214Z,17
2023-08-29T11:16:01.23Z,20
2023-08-29T11:16:03.243Z,22
2023-08-29T11:16:05.265Z,25
2023-08-29T11:16:07.275Z,29
2023-08-29T11:16:09.284Z,31
2023-08-29T11:16:11.305Z,33
2023-08-29T11:16:15.321Z,38
2023-08-29T11:16:17.344Z,40
2023-08-29T11:16:19.36Z,41
2023-08-29T11:16:21.363Z,42
2023-08-29T11:16:23.383Z,43
2023-08-29T11:16:29.428Z,44
2023-08-29T11:16:37.483Z,45
2023-08-29T11:16:49.569Z,46
2023-08-29T11:17:09.707Z,47
2023-08-29T11:17:11.731Z,46
2023-08-29T11:17:13.721Z,47
2023-08-29T11:17:41.928Z,48
2023-08-29T11:17:43.94Z,47
2023-08-29T11:17:45.962Z,48
2023-08-29T11:17:49.979Z,47
2023-08-29T11:17:51.999Z,48
2023-08-29T11:18:00.057Z,49
2023-08-29T11:18:02.062Z,51
2023-08-29T11:18:04.083Z,50
2023-08-29T11:18:12.134Z,51
2023-08-29T11:18:16.166Z,50
2023-08-29T11:18:18.175Z,51
2023-08-29T11:19:04.508Z,52
2023-08-29T11:19:06.524Z,51
2023-08-29T11:19:10.55Z,52
2023-08-29T11:19:12.562Z,51
2023-08-29T11:19:14.574Z,52
2023-08-29T11:20:10.98Z,53
2023-08-29T11:20:14.999Z,52
2023-08-29T11:20:19.033Z,53
2023-08-29T11:21:23.469Z,54
2023-08-29T11:21:25.478Z,53
2023-08-29T11:21:27.489Z,54
2023-08-29T11:21:29.501Z,53
2023-08-29T11:21:31.519Z,54
2023-08-29T11:21:35.549Z,53
2023-08-29T11:21:37.564Z,54
2023-08-29T11:22:03.747Z,53
2023-08-29T11:22:05.771Z,54
2023-08-29T11:22:11.803Z,53
2023-08-29T11:22:15.83Z,54
2023-08-29T11:22:52.075Z,55
2023-08-29T11:22:54.098Z,54
2023-08-29T11:22:58.116Z,55
2023-08-29T11:23:16.249Z,56
2023-08-29T11:23:32.363Z,57
2023-08-29T11:23:40.404Z,58
2023-08-29T11:23:42.42Z,57
2023-08-29T11:23:44.46Z,58
2023-08-29T11:23:58.545Z,59
2023-08-29T11:24:02.559Z,58
2023-08-29T11:24:04.574Z,59
2023-08-29T11:24:12.634Z,60
2023-08-29T11:24:32.77Z,61
2023-08-29T11:24:34.803Z,60
2023-08-29T11:24:38.817Z,61
2023-08-29T11:24:42.838Z,60
2023-08-29T11:24:46.867Z,61
2023-08-29T11:24:50.904Z,60
2023-08-29T11:24:52.92Z,61
2023-08-29T11:25:11.029Z,62
2023-08-29T11:25:15.064Z,61
2023-08-29T11:25:17.075Z,62
2023-08-29T11:25:19.098Z,61
2023-08-29T11:25:25.139Z,62
2023-08-29T11:25:27.143Z,61
2023-08-29T11:25:31.177Z,62
2023-08-29T11:25:51.323Z,63
2023-08-29T11:25:53.323Z,62
2023-08-29T11:26:01.397Z,63
2023-08-29T11:26:03.398Z,62
2023-08-29T11:26:05.409Z,63
2023-08-29T11:26:07.424Z,62
2023-08-29T11:26:09.443Z,63
2023-08-29T11:26:13.464Z,62
2023-08-29T11:26:17.489Z,63
2023-08-29T11:26:21.521Z,62
2023-08-29T11:26:25.548Z,63
2023-08-29T11:26:31.59Z,62
2023-08-29T11:26:33.603Z,63
2023-08-29T11:26:37.634Z,62
2023-08-29T11:26:39.655Z,64
2023-08-29T11:26:41.67Z,63
2023-08-29T11:26:53.766Z,64
2023-08-29T11:26:55.77Z,63
2023-08-29T11:27:05.84Z,64
2023-08-29T11:27:07.848Z,63
2023-08-29T11:27:09.86Z,64
2023-08-29T11:27:15.903Z,63
2023-08-29T11:27:17.928Z,64
2023-08-29T11:27:19.933Z,63
2023-08-29T11:27:23.985Z,64
2023-08-29T11:27:30.002Z,63
2023-08-29T11:27:32.04Z,64
2023-08-29T11:27:34.06Z,63
2023-08-29T11:27:36.053Z,64
2023-08-29T11:27:38.058Z,63
2023-08-29T11:27:44.098Z,64
2023-08-29T11:27:46.118Z,63
2023-08-29T11:27:48.123Z,64
2023-08-29T11:27:52.153Z,63
2023-08-29T11:27:54.168Z,64
2023-08-29T11:28:00.22Z,63
2023-08-29T11:28:06.26Z,64
2023-08-29T11:28:08.268Z,63
2023-08-29T11:28:10.288Z,64
2023-08-29T11:28:16.318Z,63
2023-08-29T11:28:20.351Z,64
2023-08-29T11:28:24.378Z,63
2023-08-29T11:28:26.406Z,64
2023-08-29T11:28:28.412Z,63
2023-08-29T11:28:30.419Z,64
2023-08-29T11:28:46.533Z,63
2023-08-29T11:28:48.555Z,64
2023-08-29T11:28:50.567Z,63
2023-08-29T11:28:54.602Z,64
2023-08-29T11:29:00.64Z,63
2023-08-29T11:29:02.654Z,64
2023-08-29T11:29:12.723Z,63
2023-08-29T11:29:16.743Z,64
2023-08-29T11:29:22.795Z,63
2023-08-29T11:29:24.804Z,64
2023-08-29T11:29:26.812Z,63
2023-08-29T11:29:28.835Z,64
2023-08-29T11:29:34.872Z,63
2023-08-29T11:29:46.96Z,64
2023-08-29T11:29:48.978Z,63
2023-08-29T11:29:50.985Z,64
2023-08-29T11:29:55.015Z,63
2023-08-29T11:30:03.073Z,62
2023-08-29T11:30:09.112Z,63
2023-08-29T11:30:15.153Z,62
2023-08-29T11:30:19.188Z,63
2023-08-29T11:30:23.213Z,62
2023-08-29T11:30:25.219Z,63
2023-08-29T11:30:31.264Z,62
2023-08-29T11:30:35.307Z,63
2023-08-29T11:30:39.315Z,62
2023-08-29T11:30:41.33Z,63
2023-08-29T11:30:45.36Z,62
2023-08-29T11:30:49.39Z,63
2023-08-29T11:30:53.418Z,62
2023-08-29T11:30:57.447Z,63
2023-08-29T11:30:59.458Z,64
2023-08-29T11:31:03.49Z,63
2023-08-29T11:31:05.498Z,64
2023-08-29T11:31:09.524Z,63
2023-08-29T11:31:13.568Z,64
2023-08-29T11:31:29.663Z,65
2023-08-29T11:31:31.69Z,64
2023-08-29T11:31:35.709Z,65
2023-08-29T11:31:37.719Z,64
2023-08-29T11:31:39.733Z,65
2023-08-29T11:31:41.75Z,64
2023-08-29T11:31:43.765Z,65
2023-08-29T11:31:51.822Z,66
2023-08-29T11:31:53.831Z,65
2023-08-29T11:31:59.875Z,67
2023-08-29T11:32:01.893Z,66
2023-08-29T11:32:07.931Z,67
2023-08-29T11:32:09.942Z,66
2023-08-29T11:32:13.97Z,67
2023-08-29T11:32:15.99Z,66
2023-08-29T11:32:17.997Z,67
2023-08-29T11:32:20.009Z,66
2023-08-29T11:32:24.04Z,67
2023-08-29T11:32:26.058Z,66
2023-08-29T11:32:30.08Z,67
2023-08-29T11:32:44.184Z,68
2023-08-29T11:32:54.253Z,67
2023-08-29T11:32:56.264Z,68
2023-08-29T11:32:58.279Z,69
2023-08-29T11:33:00.303Z,68
2023-08-29T11:33:12.38Z,70
2023-08-29T11:33:14.388Z,69
2023-08-29T11:33:16.402Z,68
2023-08-29T11:33:18.423Z,69
2023-08-29T11:33:20.434Z,68
2023-08-29T11:33:22.447Z,69
2023-08-29T11:33:26.48Z,70
2023-08-29T11:33:28.488Z,68
2023-08-29T11:33:30.5Z,69
2023-08-29T11:33:34.529Z,70
2023-08-29T11:33:36.556Z,69
2023-08-29T11:33:42.583Z,70
2023-08-29T11:33:44.598Z,69
2023-08-29T11:33:48.623Z,70
2023-08-29T11:33:52.657Z,69
2023-08-29T11:33:56.683Z,70
2023-08-29T11:33:58.698Z,69
2023-08-29T11:34:00.71Z,71
2023-08-29T11:34:02.729Z,69
2023-08-29T11:34:06.753Z,70
2023-08-29T11:34:10.778Z,71
2023-08-29T11:34:12.788Z,70
2023-08-29T11:34:14.809Z,69
2023-08-29T11:34:18.84Z,71
2023-08-29T11:34:20.854Z,70
2023-08-29T11:34:22.865Z,69
2023-08-29T11:34:24.884Z,71
2023-08-29T11:34:26.898Z,70
2023-08-29T11:34:28.904Z,71
2023-08-29T11:34:30.924Z,70
2023-08-29T11:34:36.959Z,69
2023-08-29T11:34:38.978Z,70
2023-08-29T11:34:43.003Z,69
2023-08-29T11:34:45.018Z,70
2023-08-29T11:35:01.136Z,71
2023-08-29T11:35:05.161Z,70
2023-08-29T11:35:07.182Z,72
2023-08-29T11:35:09.198Z,70
2023-08-29T11:35:11.203Z,72
2023-08-29T11:35:13.217Z,71
2023-08-29T11:35:15.223Z,69
2023-08-29T11:35:17.24Z,70
2023-08-29T11:35:23.288Z,69
2023-08-29T11:35:29.327Z,71
2023-08-29T11:35:31.351Z,70
2023-08-29T11:35:33.364Z,71
2023-08-29T11:35:35.373Z,70
2023-08-29T11:35:37.388Z,69
2023-08-29T11:35:41.42Z,71
2023-08-29T11:35:43.433Z,70
2023-08-29T11:35:45.444Z,71
2023-08-29T11:35:47.463Z,69
2023-08-29T11:35:49.479Z,70
2023-08-29T11:35:51.488Z,71
2023-08-29T11:35:53.5Z,70
2023-08-29T11:35:55.52Z,69
2023-08-29T11:35:57.533Z,71
2023-08-29T11:35:59.542Z,70
2023-08-29T11:36:05.588Z,69
2023-08-29T11:36:07.6Z,70
2023-08-29T11:36:11.63Z,69
2023-08-29T11:36:17.663Z,70
2023-08-29T11:36:21.711Z,68
2023-08-29T11:36:27.733Z,69
2023-08-29T11:36:29.763Z,68
2023-08-29T11:36:31.782Z,70
2023-08-29T11:36:33.784Z,68
2023-08-29T11:36:35.799Z,69
2023-08-29T11:36:43.858Z,70
2023-08-29T11:36:45.863Z,68
2023-08-29T11:36:55.94Z,69
2023-08-29T11:37:01.983Z,68
2023-08-29T11:37:03.991Z,69
2023-08-29T11:37:06.003Z,68
2023-08-29T11:37:10.038Z,67
2023-08-29T11:37:12.049Z,69
2023-08-29T11:37:14.074Z,68
2023-08-29T11:37:18.093Z,69
2023-08-29T11:37:20.104Z,68
2023-08-29T11:37:22.123Z,69
2023-08-29T11:37:24.138Z,68
2023-08-29T11:37:32.189Z,69
2023-08-29T11:37:38.24Z,68
2023-08-29T11:37:40.243Z,69
2023-08-29T11:37:46.299Z,68
2023-08-29T11:37:48.299Z,69
2023-08-29T11:37:58.366Z,70
2023-08-29T11:38:00.388Z,68
2023-08-29T11:38:02.394Z,70
2023-08-29T11:38:04.412Z,69
2023-08-29T11:38:06.437Z,68
2023-08-29T11:38:10.459Z,69
2023-08-29T11:38:12.47Z,70
2023-08-29T11:38:14.479Z,69
2023-08-29T11:38:20.526Z,68
2023-08-29T11:38:22.543Z,70
2023-08-29T11:38:24.553Z,69
2023-08-29T11:38:26.588Z,70
2023-08-29T11:38:30.595Z,69
2023-08-29T11:38:34.628Z,70
2023-08-29T11:38:36.64Z,68
2023-08-29T11:38:38.649Z,70
2023-08-29T11:38:40.669Z,69
2023-08-29T11:38:42.677Z,70
2023-08-29T11:38:46.709Z,69
2023-08-29T11:38:48.725Z,70
2023-08-29T11:38:50.74Z,69
2023-08-29T11:38:58.79Z,70
2023-08-29T11:39:00.813Z,71
2023-08-29T11:39:02.825Z,69
2023-08-29T11:39:04.833Z,70
2023-08-29T11:39:08.875Z,69
2023-08-29T11:39:10.874Z,70
2023-08-29T11:39:24.983Z,71
2023-08-29T11:39:29.012Z,69
2023-08-29T11:39:35.048Z,70
2023-08-29T11:39:43.115Z,69
2023-08-29T11:39:45.118Z,71
2023-08-29T11:39:49.144Z,70
2023-08-29T11:39:53.175Z,71
2023-08-29T11:39:55.188Z,69
2023-08-29T11:39:57.233Z,71
2023-08-29T11:39:59.224Z,70
2023-08-29T11:40:07.275Z,71
2023-08-29T11:40:09.284Z,73
2023-08-29T11:40:11.298Z,71
2023-08-29T11:40:15.325Z,70
2023-08-29T11:40:17.344Z,71
2023-08-29T11:40:21.375Z,70
2023-08-29T11:40:23.386Z,72
2023-08-29T11:40:27.414Z,71
2023-08-29T11:40:31.436Z,72
2023-08-29T11:40:33.452Z,70
2023-08-29T11:40:35.464Z,71
2023-08-29T11:40:37.498Z,70
2023-08-29T11:40:39.494Z,73
2023-08-29T11:40:41.508Z,71
2023-08-29T11:40:43.52Z,70
2023-08-29T11:40:45.534Z,71
2023-08-29T11:40:53.593Z,70
2023-08-29T11:40:55.608Z,71
2023-08-29T11:40:57.624Z,72
2023-08-29T11:41:03.665Z,70
2023-08-29T11:41:05.679Z,72
2023-08-29T11:41:07.693Z,71
2023-08-29T11:41:09.701Z,72
2023-08-29T11:41:13.737Z,70
2023-08-29T11:41:15.745Z,71
2023-08-29T11:41:17.761Z,72
2023-08-29T11:41:19.784Z,71
2023-08-29T11:41:21.794Z,72
2023-08-29T11:41:23.804Z,73
2023-08-29T11:41:25.817Z,72
2023-08-29T11:41:29.843Z,71
2023-08-29T11:41:31.87Z,73
2023-08-29T11:41:33.883Z,71
2023-08-29T11:41:35.898Z,73
2023-08-29T11:41:37.904Z,72
2023-08-29T11:41:39.936Z,71
2023-08-29T11:41:41.93Z,73
2023-08-29T11:41:43.953Z,71
2023-08-29T11:41:45.959Z,72
